name,wealth
BAKER GOLD LTD,-6.42
ATLANTA EXPRESS AIRL CORP,-6.43
RAWSON KOENIG INC,-6.43
LA SALLE DEITCH INC,-6.43
BNCCORP,-6.45
SYNERGISTIC COMMUNICATIONS GRP,-6.45
WARRIOR RESOURCES LTD,-6.46
CACHE TECHNOLOGIES CORPORATION,-6.46
LE TOURNEAU R G INC,-6.47
INDEPENDENT AIR HLDGS INC,-6.47
BION CORP CO,-6.47
COOPER JARRETT INC,-6.49
HEALTH INSURANCE VT INC,-6.51
HALLWOOD CONSOLIDATED RES CORP,-6.51
SYSTEMS ENGINEERING & MFG CORP,-6.51
COSAN LTD,-6.52
ALASKA NORTHWEST PPTYS INC,-6.55
I N X INC,-6.57
UNILIFE CORP,-6.59
C & R CLOTHIERS INC,-6.60
ADVANCED ENERGY RESOURCES INC,-6.63
ECHOCATH INC,-6.63
TAPE SPECIALTY INC,-6.65
AMERICAN BROADCASTING SYS INC,-6.66
LUMINALL PAINTS INC,-6.67
TOKYO BOWL RESTAURANTS INC,-6.69
RIVERSIDE PRESS INC,-6.69
H M E RECORDS INC,-6.69
INTERLABS ROBOTICS INC,-6.71
INTERNATIONAL BRICAN RES LTD,-6.72
DESIGN CONTROLS INC,-6.75
JENSEN INDUSTRIES INC DE,-6.76
CENTIGRAM COMMUNCATIONS CORP,-6.76
FLORIDA TELEPHONE CORP,-6.77
EQUINOX SYSTEMS INC,-6.80
A A I CORP,-6.81
GENESIS DEVELOPMENT & CONST LTD,-6.81
COLORADO ENERGY CORP,-6.81
LAND O FABRICS INC,-6.81
E I P MICROWAVE INC,-6.82
MIRAMAR RESOURCES INC,-6.84
THREE DIMENSIONAL CIRCUITS INC,-6.84
C T G INC,-6.86
SKYLINE CHILI INC,-6.86
COMTECH TELECOMMUNICATIONS CORP,-6.87
LIFESTYLE COMPANIES INC,-6.88
FIRST EQUITY FINL CORP,-6.89
FIRST FINCORP INC,-6.90
GLOBE BUSINESS RESOURCES INC,-6.90
ATLANTIC DEPARTMENT STORES INC,-6.91
HADSON ENERGY RESOURCES CORP,-6.91
ION EQUIP CORP,-6.91
TRICONEX CORP,-6.91
PENN MEDICAL TECHNOLOGY INC,-6.92
DYNAMIC CLASSICS LTD,-6.92
ARISTA INVESTORS CORP,-6.93
KAMENSTEIN M INC,-6.93
IMUTECH INC,-6.93
INTEGRATED SENSOR SOLUTIONS INC,-6.94
Z COAT GROUP INC,-6.96
GAY GIBSON INC,-6.96
PIERCE GOVERNOR INC,-6.96
I Q SOFTWARE CORP,-6.98
INTERNATIONAL CANINE GENETIC INC,-6.98
MEDENTA CORP,-6.99
ROWLEY SCHER REPROGRAPHICS INC,-7.00
CINE SOURCE INC,-7.00
WESTERN PUBLISHING INC,-7.02
BROADWAY FINANCIAL CORP,-7.03
OPEN AIR MKTS INC,-7.03
SUNCOAST SAVINGS & LOAN ASSN FL,-7.04
WESTMINSTER CAPITAL INC,-7.05
MONICA SIMONE COSMETICS INC,-7.05
FOUNTAIN OIL & GAS INC,-7.06
TELEMED CORP,-7.07
AUTODYNAMICS INC,-7.09
KEYSTONE PORTLAND CEM CO,-7.11
FINANCING FOR SCIENCE INTL INC,-7.11
STANDARD FUNDING CORP,-7.12
N H D STORES INC,-7.13
WEAVER ARMS CORP,-7.13
M A C C PRIVATE EQUITIES INC,-7.14
EQUITY ENTERPRISES INC,-7.14
BIO NUTRIONICS INC,-7.14
ARCTURUS INC,-7.14
PACIFIC REHAB & SPORTS MED INC,-7.15
FIRST FED NORTHN MI BANCORP INC,-7.16
FRANCISCO SUGAR CO,-7.16
CENTURY SAVINGS ASSN KANSAS,-7.17
FINANCIAL FEDERAL SVS BK HRFD CT,-7.17
SAFETY FUND CORP,-7.19
DISPLAY COMPONENTS INC,-7.19
NEUROMEDICAL TECHNOLOGIES INC,-7.19
MEDICAL INVESTMENT CORP,-7.20
ENDOGEN INC,-7.20
STATESIDE ENERGY CORP,-7.22
CARIBBEAN SHOE CORP,-7.24
FIFTH AVE CARDS INC,-7.26
ESARCO INTERNATIONAL INC,-7.26
SAN BAR CORP,-7.27
HEALTH CLUB TELEVISION NETWK INC,-7.27
PACIFIC CYPRESS MINERALS LTD,-7.29
SPEAR HEAD INDS INC,-7.29
F & B CECO INDS INC,-7.31
FIRST NATIONAL PENNSYLVANIA CORP,-7.32
ALSCO INC,-7.33
TIDE WEST OIL CO,-7.34
GLOBE CAPITAL CORP,-7.36
DURHAM HOSIERY MLS,-7.36
VECTOR ENERGY CORP,-7.36
CARHART PHOTO INC,-7.36
CONSOLIDATED AIRBORNE SYS INC,-7.36
INFORMATION AMERICA INC,-7.37
METROPOLITAN FEDERAL S & L MD,-7.37
PET PRODUCTS INC,-7.38
PAY O MATIC CORP,-7.40
GRUDGE MUSIC GROUP INC,-7.41
PILGRIM HOLDINGS LTD,-7.41
AMERICAN COMMUNITY BNCSHRS INC,-7.42
BOVIE MEDICAL CORP,-7.42
ON GUARD CORP AMER,-7.44
ZFAX IMAGE CORP,-7.44
ALFA RESOURCES INC,-7.44
U A CABLEVISION INC,-7.46
DIVERSIFIED RETAIL GROUP INC,-7.47
MARK TWAIN MARINE INC,-7.48
V I S T FINACIAL CORP,-7.48
NORTH HILLS ELECTR INC,-7.51
MODULE SYSTEMS & DEVELOPMENT CP,-7.53
UNICO INC N MEX,-7.53
Z AXIS CORP,-7.56
DENCOR ENERGY COST CTLS INC,-7.58
UNITED CONSOLIDATED INDS INC,-7.58
SCI TECHNICS INC,-7.59
XTRAMEDICS INC,-7.59
MEGA CORP,-7.59
WETSONS CORP,-7.60
C R A INTERNATIONAL INC,-7.61
R B RUBBER PRODUCTS INC,-7.61
L REX INTERNATIONAL INC,-7.62
CENTRAL DATA SYS INC,-7.62
THUNANDER CORP,-7.63
LASER RECORDING SYSTEMS INC,-7.63
R T SYSTEMS INC,-7.63
NEW BROTHERS INC,-7.64
STANNDCO DEVELOPERS INC,-7.65
SPA LADY CORP,-7.65
WESTERN STANDARD CORP,-7.65
TAYLOR DEVICES INC,-7.65
INSYTE ENERGY CORP,-7.65
UNIFIED UNDERWRITERS INC,-7.66
VIRANY CREATIONS LTD,-7.67
FIRST FARWEST CORP,-7.69
ENERGY OIL INC DE,-7.70
GIRARD INDUSTRIES CORP,-7.71
PACETRONICS INC,-7.72
A F A PROTECTIVE SYSTEMS INC,-7.72
UNITED STATES AIRCRAFT CORP,-7.73
INTRAMED LABORATORIES INC,-7.73
NATIONAL SHOWMANSHIP SVCS INC,-7.74
SILVER EAGLE ACQUISITION CORP,-7.74
AUSTRALIAN CORPORATE HLDG LTD,-7.75
INSPIRED ENTERTAINMENT INC,-7.76
TURBO RESOURCES LTD,-7.77
NEWCOURT INDUSTRIES INC,-7.79
KENNEDY RESOURCES INC,-7.80
TRVLSYS INC,-7.81
WILLIAMS CONTROLS INC,-7.82
C F S FINANCIAL CORP,-7.83
DYNETICS CORP,-7.83
REALAMERICA COMPANY,-7.84
BUNING FLORIST INC,-7.84
CENTRAL VIRGINIA BANKSHARES INC,-7.85
MAIN STREET BANCORP,-7.87
LOGITEK INC,-7.88
R S I HOLDINGS INC,-7.88
CHURCHILL RECORDS & VIDEO LTD,-7.89
HANFORD SILVER INC,-7.92
PARAGON RESOURCES LTD,-7.93
P E C INDUSTRIES INC,-7.93
I N A V TRAVEL CORP,-7.94
HEARTHBRITE INDUSTRIES INC,-7.95
COMPUCHEM CORP,-7.95
CONNECTICUT BANK & TRUST CO,-7.96
EQUINETICS INC,-7.97
GLENDALE BANCORPATION,-8.00
GLACIER HOLDINGS INC,-8.01
A G M INDUSTRIES INC,-8.01
DULUTH SOUTH SHORE & ATLANTIC RY,-8.01
RAINIER ENERGY RESOURCES INC,-8.02
DOWNEY DESIGNS INTL INC,-8.02
HEALTH CORPORATION AMERICA,-8.03
FRANKLIN SIGNAL CORP,-8.03
ROBSON PETROLEUM LTD,-8.04
MEDIVATORS INC,-8.04
CENVILL DEVELOPMENT CORP NEW,-8.05
RESCO INTERNATIONAL INC,-8.05
LONDON SILVER CORP,-8.06
AGNEW SURPASS SHOE STORES LTD,-8.06
NETWORKS ELECTRONICS CORP,-8.07
LIFETECH INDUSTRIES CORP,-8.08
F T D GROUP INC,-8.11
CONNECTICUT WATER CO,-8.14
EDUCATIONAL DEVELOPMENT CORP,-8.15
ITELCO CORP,-8.17
ONEBEACON INSURANCE GROUP LTD,-8.17
MINERAL ENERGY INC,-8.17
TOWN PHOTOLAB INC,-8.18
PEARCE SYSTEMS INTERNATIONAL INC,-8.19
ELDREDGE & CO INC,-8.20
CONTINENTAL TYRE LTD,-8.20
STAR LITE INDS,-8.20
VULTEE AIRCRAFT INC,-8.22
CENTURY ENERGY CORP,-8.23
MICRO CONTROL PRODUCTS INC,-8.23
NENDELS CORP,-8.23
INFOVIEW INC,-8.25
UNO RESTAURANT CORP,-8.26
MICROFAST SOFTWARE CORP,-8.26
LOREDI RESOURCES LTD,-8.27
CAMELOT INTERNATIONAL INC,-8.28
R F POWER PRODUCTS INC,-8.29
HIAWATHA OIL & GAS CORP,-8.29
MEDIA CREATIONS LTD,-8.30
TRIPLE CHECK INC,-8.30
GERMANTOWN INSURANCE CO,-8.31
INDEPENDENCE FEDERAL SAVINGS BK,-8.32
CARDINAL INDUSTRIES INC,-8.32
ANSWERS CORP,-8.33
WESTWOOD INC,-8.34
GUARDSMAN INSURANCE INVS INC,-8.34
CORPORATE RENAISSANCE GROUP INC,-8.34
CENTENNIAL GROUP INC,-8.35
THE TRADE DESK INC,-8.36
RAYCO INTERNATIONAL INC,-8.37
CAMBRIDGE DISPLAY TECHNOLOGY INC,-8.37
C D M LIQUIDATION CO,-8.38
1347 PROPERTY INSURANCE HLDS INC,-8.38
INTERPRETER INC,-8.39
FREEWAY RESOURCES LTD,-8.39
FIFTH DIMENSION INC,-8.40
CUBE RESOURCES LTD,-8.41
PROBAC INTERNATIONAL CORP,-8.43
COROMETRICS MEDICAL SYSTEMS INC,-8.46
INSTITUTE BROADCAST ARTS INC,-8.47
BRAS D OR MINES LTD,-8.52
PIZZA INN INC,-8.52
ALBERTS INC,-8.54
MIRA PAK INC,-8.54
COMPUTERIZED BUYING NETWORK,-8.54
REFRESHMENT MACHINERY INC,-8.55
BUSINESS RESOURCE GROUP,-8.57
MR WIGGS DEPT STORES INC,-8.57
SOURCE CAPITAL CORP,-8.57
BANK MCKENNEY VA,-8.59
ALUBEC INDUSTRIES INC,-8.60
INFOMED HOLDINGS INC,-8.60
PRINCEVILLE CORP,-8.62
HARVEST FARMS INC,-8.62
Z G ENERGY CORP,-8.63
GREENWOOD BANK OF BETHEL INC,-8.63
MOTTS HOLDINGS INC,-8.64
MCDANIEL AUSTIN CORP,-8.66
HARRELSON RUBBER CO,-8.67
CARTER EDWARDS PRODTN INC,-8.69
CO COUNSEL INC,-8.69
ADVENTURE LANDS OF AMERICA INC,-8.71
AMERTEK INC,-8.72
GENERAL ALLOYS CO,-8.72
COMPUMAT INC,-8.72
PEZAMERICA RESOURCES CORP,-8.72
INTELLON CORP,-8.75
AMERICAN PHARMACEUTICAL CO,-8.76
HAMILTON BROTHERS EXPLORATION CO,-8.79
BEARCAT EXPLORATION LTD,-8.81
TEXOIL INC NEV,-8.82
LIPE ROLLWAY CORP,-8.82
BUCKHEAD AMERICA CORP,-8.82
LINDBLAD EXPEDITIONS HLDS INC,-8.83
VALUERICH INC,-8.83
AARONSON BROTHERS STORES CO,-8.83
REDLAKE CORP,-8.83
GENERAL METAL & ABRASIVES CO,-8.84
R L R FINANCIAL SVCS INC,-8.85
MARCUS HERMAN INC,-8.88
BALTEK CORP,-8.89
ANODYNE ENERGY CORP,-8.90
AMERICAN EMERGICENTER INC,-8.90
LYKES CORP DE,-8.90
EVEREST MEDICAL CORP,-8.91
HEADHUNTER NET INC,-8.92
HEALTH ADVANCEMENT INC,-8.92
ALMAR RAINWEAR CORP,-8.92
DIAGONAL DATA CORP,-8.94
OAKRIDGE HOLDINGS INC,-8.94
ARDEN INTERNATIONAL KITCHENS,-8.96
VIEJO BANCORP,-8.97
IMARK INDUSTRIES INC,-8.98
ONCOBIOLOGICS INC,-8.99
KRESGE DEPT STORES INC,-9.00
WINTER SPORTS INC,-9.01
AMERICAN AGRI FUELS CORP,-9.02
WAVECOM INDUSTRIES,-9.02
COMMERCIAL DECAL INC,-9.03
TRANS INDUSTRIES INC,-9.03
HORN & HARDART BAKING CO,-9.03
NUMEREX CORP MINN,-9.04
DANMONT CORP,-9.04
MONCHIK WEBER CORP,-9.05
MEDICAL MANAGEMENT CORP,-9.05
WESTON ROY F INC,-9.05
MUSIC FAIR ENTERPRISES INC,-9.05
MARTINEZ & MURPHEY VESTMT MKS IN,-9.06
MICROWAVE SEMICONDUCTOR CORP,-9.06
ASSOCIATED FOOD STORES INC,-9.08
MILESTONE PROPERTIES INC,-9.09
LIVESTOCK FINANCIAL CORP CO,-9.09
MILWAUKEE PROFESSIONAL SPORTS,-9.10
LITTLE PRINCE PRODTNS,-9.11
BARON DATA SYS,-9.12
MEMCO SOFTWARE LTD,-9.12
MICROWAVE FILTER CO INC,-9.13
T S V CORP,-9.14
COLUMBIA GENERAL CORP,-9.16
CLINTON MERCHANDISING INC,-9.16
ALLY & GARGANO INC,-9.17
HEALTH EDUTECH INC,-9.17
SEMICON INC,-9.17
UNITED SOLAR ASSOC,-9.18
PORTAGE INDUSTRIES CORP DE,-9.18
BEACON RESOURCES CORP,-9.19
GLOBAL ENVIROMENTAL CORP,-9.19
CONTINENTAL MINERALS CORP,-9.20
HI Q WASON INC,-9.24
TRIANGLE MICROWAVE INC,-9.24
CENTURY PACIFIC CORP,-9.25
A S D GROUP INC,-9.25
BUENO COEUR D ALENE INC,-9.26
SELECT INFORMATION SYS INC,-9.26
REDFORD RESOURCES INC,-9.26
AUDREY RESOURCES INC,-9.26
CADILLAC FAIRVIEW CORP,-9.28
I L C PRODUCTS INC,-9.28
AIR CHAPARRAL INC,-9.29
B F S BANCORP INC DE,-9.29
HIGHLINE INDUSTRIES INC,-9.29
CRYOTECH INDUSTRIES INC,-9.29
SIX RIVERS NATIONAL BANK,-9.29
INNOTRON DIAGNOSTICS,-9.31
DOAK PHARMACAL INC,-9.31
MYKROLIS CORP,-9.32
CHROMCRAFT REVINGTON INC,-9.34
B C I MANAGEMENT LTD,-9.34
SOUTHERN DAISY INDS INC,-9.35
MEDCO GROUP INC,-9.36
BUILDERS EXPRESS INC,-9.36
PREMIER TECHNOLOGY HOLDING INC,-9.37
SPEED EQUIP WORLDS AMER INC,-9.37
THOR ENERGY CORP,-9.37
SILICON SYSTEMS INC,-9.38
CHINA TRANSINFO TECHNOLOGY CORP,-9.39
ALCOGAS INC,-9.39
SOUTHERN SECURITY LIFE INS CO,-9.42
NATURAL ALTERNATIVES INTL INC,-9.43
D M I FURNITURE INC,-9.44
CRAGAR INDUSTRIES INC,-9.44
OCEAN AIRWAYS INC,-9.44
S & W SEED CO,-9.44
LEGGOONS INC,-9.44
SNELLING & SNELLING INC,-9.46
MADISON INDUSTRIES INC,-9.47
ENERGY & UTILITY SHARES INC,-9.48
M I SCHOTTENSTEIN HOMES INC,-9.48
COMPURAD INC,-9.49
COOKYS STEAK PUBS INC,-9.49
MONTANA MILLS BREAD CO INC,-9.49
SEAFOOD HOLDING CORP,-9.50
ARIZONA APPETITOS STORES INC,-9.50
CHALLENGE OIL & GAS CO,-9.50
CARE MED CENTERS INC,-9.51
BRANDYWINE SPORTS INC,-9.52
COMANCHIE OIL EXPL INC,-9.53
WEINSCHEL ENGINEERING INC,-9.53
LAN SYSTEMS INC,-9.54
POLYMERIC RESOURCES CORP,-9.54
NATIONAL BUSINESS COMMUNICATN,-9.54
NEWPORT ELECTRONICS INC,-9.54
INTERNATURAL WATERS & BEV CORP,-9.57
FIRST STANDARD VENTURES LTD,-9.58
NATIONAL COMMUNITY BUILDERS,-9.59
ANADITE INC,-9.62
VARADYNE INDUSTRIES INC,-9.63
INTERACTION RESOURCES LTD,-9.63
INTERNATIONAL CONTAINER SYS,-9.64
WESTERN FINANCIAL CORP,-9.64
ECHO OIL CORP,-9.65
Q M G HOLDINGS INC,-9.66
VIDEO CORP OF AMER,-9.66
HOUSING SYSTEMS INC NY,-9.66
THOMPSON INTERNATIONAL CORP,-9.67
ACME WIRE CO,-9.67
GULF REPUBLIC FINANCIAL CORP,-9.67
DEL PAINT CORP,-9.68
NATIONAL FABRICS INC,-9.69
MONITOR TECHNOLOGIES INC,-9.70
BRENCO INC,-9.71
BINNINGS INC,-9.75
DREWRYS LTD USA INC,-9.75
CANNON EXPRESS INC,-9.76
BUCKINGHAM MOTOR IMPORTS LTD,-9.77
DIVERSIFIED HEALTH COS INC,-9.79
GLOBAL VENTURE CORP,-9.79
CONTINENTAL SILVER CORP,-9.79
BOWLIN OUTDOOR ADV & TRV CTR INC,-9.80
FINANCIAL INDUSTRIES CORP,-9.82
YOCREAM INTERNATIONAL INC,-9.82
ECLIPSYS CORP,-9.83
NATIONAL BREWING CO MICH,-9.83
COMPUTER INSTALLATIONS CORP,-9.83
VERTICAL SOFTWARE SYS INC,-9.84
MIDWEST RUBBER RECLAIMING CO,-9.84
PHARMHOUSE CORP THE,-9.84
BARRIER SCIENCE & TECHNOLOGY,-9.85
FIRST MIDWEST CORP MN,-9.85
VISCOUNT RESOURCES LTD,-9.86
TRITON INTERNATIONAL LTD,-9.86
TOXICOM TECHNOLOGIES INC,-9.87
PIECE GOODS SHOPS INC,-9.88
TECFIN CORP,-9.88
PITTOCK FINANCIAL SERVICES INC,-9.89
FUNTIME INC,-9.89
FROSTIE ENTERPRISES,-9.90
GOLDWINN RESOURCES LTD,-9.90
REMITTANCE TECHNOLOGY CORP,-9.91
ENVIRONMENTAL CONTROL PRODS INC,-9.91
CONGENERIC CORP,-9.92
DORR OLIVER INC,-9.93
BUCKNELL INDUSTRIES INC,-9.93
LION BREWERY INC,-9.94
OPTIFAB INC,-9.94
SUBURBAN BANKSHARES INC,-9.94
ROBERT MARK INC,-9.95
TORRENT RESOURCES LTD,-9.95
ENTOURAGE INTERNATIONAL INC,-9.95
C M S ENVIRONMENTAL SYSTEMS INC,-9.95
SHOP TELEVISION NETWORK INC,-9.98
MISSOURI RIVER SERVICES INC,-9.99
OTELCO INC,-9.99
AMERICAN DESIGN CORP,-10.00
RIDGECREST RESOURCES LTD,-10.01
SMOKE CRAFT INC,-10.03
CONTROL CHIEF HOLDINGS INC,-10.03
FIRST CHESAPEAKE FINANCIAL CORP,-10.03
HOUSTON BIOTECHNOLOGY INC,-10.04
INTEGRACARE INC,-10.07
CHANDEL ENTERPRISES INC,-10.11
TAYLOR INTERNATIONAL CORP,-10.11
CONVENIENT FOOD MART INC,-10.13
ALPHA PETROLEUM EXPLORATION CORP,-10.13
BROWNING,-10.14
BROUGHTON FOODS COMPANY,-10.15
ALANTHUS CORP,-10.15
GROUP 1 SOFTWARE INC,-10.19
HOUSTON BIOMEDICAL INC,-10.19
KAY LABS INC,-10.19
PLASTIC MATLS & POLYMERS,-10.20
SURGIDYNE INC,-10.21
SUPERIOR FOODS INC,-10.21
TECH ELECTRO INDUSTRIES INC,-10.22
STAHL MEYER INC,-10.25
COMMERCIAL TECHNOLOGY INC,-10.26
LAKEY FDRY CORP,-10.27
PRECISION MICROWAVE CORP,-10.28
JAYS INDUSTRIES INC,-10.28
PANSOFT CO LTD,-10.28
HALLWOOD GROUP INC,-10.30
SURREY INC,-10.31
BIOMETRICS INC,-10.31
FIRST MORTGAGE CORP,-10.32
KATE GREENAWAY INDS INC,-10.33
SOUTHSHORE CORP THE,-10.34
RIVER CITY BANK,-10.37
AMERICAN MEDICAL ELECTRONICS INC,-10.37
NORTECH SYSTEMS INC,-10.37
MONARCH GENERAL INC,-10.38
DOMINO MEDIA INC,-10.39
LAMINAIRE CORP,-10.39
HALE RESOURCES LTD,-10.40
SYMBOLLON PHARMACEUTICALS INC,-10.40
PROFESSIONAL AGRICULTL MGMT INC,-10.40
TERCICA INC,-10.42
SCRIPT SYSTEMS INC,-10.43
CANRAD INC,-10.43
HOWELL INSTRUMENTS INC,-10.43
AMERICAN PROTECTION INDS INC,-10.44
GREAT AMERICAN BACKRUB STORE INC,-10.44
BEAVER MESA EXPL CO,-10.46
COMPUTER COMPONENTS CORP,-10.47
PACIFIC ENGINEERING & PRDN CO NV,-10.47
MID STATE BANCORP PA,-10.49
TIME TECHNOLOGY INC,-10.49
SCHEDULED SKYWAYS INC,-10.51
INDIANA BANK & TRUST FT WAYNE,-10.52
LADY JANE RES INC,-10.56
L K A INTERNATIONAL INC,-10.56
TELETIMER INTERNATIONAL INC,-10.58
LOMART INDUSTRIES INC,-10.59
REMOTE DYNAMICS INC,-10.60
HARVEST MARKETS INC,-10.63
MIDWEST CORP,-10.64
SEW SIMPLE INC,-10.64
SUBSCRIPTION TELEVISION INC,-10.64
MICROMEDICAL DEVICES INC,-10.66
SMITHWAY MOTOR XPRESS CORP,-10.68
JOURNEYS END RESORTS INC,-10.69
LAVA CAP RESOURCES LTD,-10.69
INVENTURE CAPITAL CORP,-10.70
AMERICAN VIDEO IMAGING INC,-10.70
ARGONAUT ENERGY CORP,-10.71
BANK TRADE SAN FRANCISCO CA,-10.71
HISTORIC SMITHVILLE INNS INC,-10.73
UNISHELTER INC,-10.73
LIBERTY BELL BK CHERRY HILL NJ,-10.76
TOPPS CHEWING GUM INC,-10.76
AMERICAN CLIPPER CORP,-10.76
MEXCO ENERGY CORP,-10.77
DRILLSTAR INTERNATIONAL CORP,-10.77
CEREUS TECHNOLOGY PARTNERS INC,-10.78
VBI VACCINES INC,-10.78
P T P RESOURCE CORP,-10.79
DI GIORGIO CORP,-10.79
VIRGINIA SAVSHARES INC,-10.81
NEIGHBORHOOD ROYALTY GROUP USA,-10.81
PHILLIPS FOSCUE CORP,-10.82
ENERGY CLINIC CORP,-10.82
GREAT PINES WATER CO INC,-10.82
GLAS AIRE INDUSTRIES GROUP LTD,-10.83
MOTOR HOMES AMER INC,-10.84
TEKELEC,-10.87
SUNRISE BANCORP CA,-10.87
TRANSVAC INC,-10.88
CARDIO PACE MED INC,-10.90
SOLAR TECHNOLOGY CORP,-10.90
SALVATORI OPHTHALMICS INC,-10.93
FIRSTMARK CORP NEW,-10.93
SHELTER OIL & GAS LTD,-10.94
LIFESURANCE CORP,-10.94
AMERICAN EDUCATIONAL TV NETWORK,-10.95
FIRST MIDWEST FINANCIAL CORP,-10.96
INDUSTRIAL TRAINING SYS CORP,-10.98
BELMONT INDUSTRIES INC PA,-10.99
CITIZENS FINANCIAL CORP KY,-10.99
VIDEO TO GO CORP,-11.00
COLUMBIA FINANCIAL OF KY INC,-11.00
ALGERAN INC,-11.01
OMEGA OPTICAL INC,-11.02
HEALTH IMAGE MEDIA INC,-11.03
CANALTA RESOURCES LTD,-11.03
R SCAN CORP,-11.05
SUPER DOLLAR STORES INC,-11.06
DURALITH CORP,-11.06
NATIONAL DIAGNOSTICS INC,-11.07
DONNY OSMOND ENTERTAINMENT CP,-11.08
MAGNOLIA FOODS INC,-11.09
MAMMOTH RESOURCES LTD,-11.11
J L M COUTURE INC,-11.11
KONA GRILL INC,-11.11
DATA LAW CO,-11.13
AMSTAT CORP,-11.15
PHILIPSBORN INC,-11.19
COLWELL CO,-11.21
INMEDICA DEVELOPMENT CORP,-11.21
U R I THERM X INC,-11.21
INFORMEDICS INC,-11.21
TEXAS AMERICAN RESOURCES INC,-11.21
COMMONWEALTH ASSOC GWTH FND INC,-11.22
N C I INC,-11.23
HAMMONS JOHN Q HOTELS INC,-11.25
COMMONWEALTH GENERAL LTD,-11.25
B C I GEONETICS INC,-11.26
OHARA RESOURCES LTD NEVADA,-11.26
BARAN GROUP LTD,-11.26
FLAIR RESOURCES LTD,-11.27
WOMENS GOLF UNLIMITED INC,-11.30
BUSINESS JOURNAL OF NJ INC,-11.30
TOP AIR MANUFACTURING INC,-11.30
PROTOCOL SYSTEMS INC,-11.31
AUTOBANC INC,-11.32
A M I SYSTEMS INC,-11.32
AMERICAN INDEMNITY FINL CORP,-11.36
AMERICAN PHOENIX GROUP INC DEL,-11.37
LEARNING TECHNOLOGY INC,-11.38
REMBRANDT ENTERPRISES INC,-11.39
MONSTER DIGITAL INC,-11.40
AMERICAN HEALTH SVCS INC,-11.41
WELLINGTON TECHNICAL INDS INC,-11.41
WORLD TECHNOLOGIES & TRADING,-11.42
S A Y PACKAGING INC,-11.42
SIMPLICITY COMPUTER CORP,-11.42
MOTOR COILS MFG CO,-11.43
OLD EQUITY FINL CORP,-11.43
COLONIAL X RAY CORP,-11.44
KINETIC MINERALS INC,-11.44
HALLAMORE HOMES INC,-11.44
GRUNTAL FINANCIAL CORP,-11.45
U S LAN SYSTEMS CORPORATION,-11.45
COMPONENTGUARD INC,-11.46
ARISTO FOODS INC,-11.47
DOE SPUN INC,-11.47
NORTHERN AIR FREIGHT INC,-11.47
THERM AIR MFG INC,-11.48
PHILLIPS SCREW CO,-11.48
MAXAM TECHNOLOGIES INC,-11.48
DOUGLAS COMPUTER INTL,-11.49
PACKAGE MACHINERY CO,-11.50
MEDFAX INC,-11.50
SKYLINE MULTIMEDIA ENTMT INC,-11.52
MEDMARK GROUP INC,-11.53
AMERICAN SOFTWARE TECHNOLOGY,-11.53
UNION STOCK YARDS CO OMAHA LTD,-11.55
N I INDUSTRIES INC,-11.56
DEVON APPAREL INC,-11.56
FINE COM INTERNATIONAL CORP,-11.57
FORMIGLI CORP,-11.58
VAIL ASSOCIATES INC,-11.58
ENCORE BANCSHRES INC,-11.59
AMERICAN FUNERAL HOMES INC,-11.59
COMPUTER RESEARCH INC,-11.64
COLLEGE TOWN INC,-11.64
MEDICAL DIAGNOSTICS INC,-11.64
GENERAL HOUSEWARES CORP,-11.65
MIAMI EXTRUDERS INC,-11.67
ALBION INTERNATIONAL RES INC,-11.69
MUNSON GEOTHERMAL INC,-11.70
SUNLITE OIL CO DE,-11.70
ENGLISH GREENHOUSE PRODS CORP,-11.72
DYNAMIC AMERICAN CORPORATION,-11.72
PIERCE OIL CORP,-11.73
WORLDWIDE COMPUTER SVCS INC,-11.73
DIGITAL DIAGNOSTIC SYS INC,-11.73
INTERNATIONAL ELECTRONICS INC,-11.73
DETROIT & MACKINAC RY,-11.76
SOLIDYNE INC,-11.78
HORIZON TECHNOLOGY CORP,-11.79
SENSUS HEALTHCARE INC,-11.79
INTERMOUNTAIN ENERGY INC,-11.79
FLORIDA SUN INTL INC,-11.81
GUIDON OIL & GAS INC,-11.82
MAJOR POOL EQUIP CORP,-11.82
INTERNATIONAL GENETIC ENGR INC,-11.83
MONITEK TECHNOLOGIES INC,-11.87
NIGHT VISION CORP,-11.88
DATA TRANSLATION INC NEW,-11.89
ROM AMER PHARMACEUTICALS LTD,-11.89
EXIDYNE INC,-11.93
TRANS PACIFIC FINANCIAL CORP,-11.94
PIONEER RAILCORP,-11.95
HOME & CITY SVGS BK ALBANY NY,-11.95
INTELLICARD INTERNATIONAL INC,-11.96
OREGON TRAIL SVGS & LN ASSN,-11.96
RITTER PHARMECEUTICALS INC,-11.97
ADVANCED ORTHOPEDIC TECHS INC,-11.97
DYNAMIC OIL & GAS INC,-11.97
AMERICAN OIL & GAS CORP,-12.01
CATCH A RISING STAR INC,-12.02
ASSOCIATED TESTING LABS INC,-12.02
ZYCOM INC,-12.02
ACE INDUSTRIES INC,-12.03
OXFORD CONSOLIDATED INC,-12.03
GENOPTIX INC,-12.05
AMNEWS HOLDING CORP,-12.06
INFRARED INDUSTRIES INC,-12.07
BITSTREAM INC,-12.07
CLARK MELVIN SECURITIES CORP,-12.08
COOK TREADWELL & HARRY INC,-12.10
L G L GROUP INC,-12.10
